list,$identifier,$Image,$exp,$item,$condition,$rational,$targetImg,$compImg,$distr1Img,$distr2Img,$targetLoc,$compLoc,$distr1Loc,$distr2Loc
2,82,List_1_ID_82.jpg,N,f54,9,9,motorcycleGreyLarge.png,motorcycleGreyLargeLeft.png,motorcycleGreySmall.png,motorcycleGreySmall.png,2,4,3,1
2,83,List_2_ID_83.jpg,Y,36,1,consistent,lamp_green_spotted.png,lamp_blue_spotted.png,lamp_green_chequered.png,lamp_red_chequered.png,4,2,1,3
2,84,List_1_ID_84.jpg,N,f04,9,9,scissorsRedLarge.png,bat_green_spotted.png,bat_red_chequered.png,bat_red_chequered.png,3,1,2,4
2,85,List_2_ID_85.jpg,Y,37,2,comp uniquely unidentifiable,jacket_green_spotted.png,jacket_red_spotted.png,jacket_green_striped.png,jacket_red_spotted.png,4,1,2,3
2,86,List_1_ID_86.jpg,N,f70,9,9,swanLargeRight.png,swanLarge.png,swanSmall.png,swanSmall.png,4,3,1,2
2,87,List_2_ID_87.jpg,Y,38,1,consistent,boot_green_striped.png,boot_blue_striped.png,boot_green_chequered.png,boot_red_chequered.png,1,2,4,3
2,88,List_1_ID_88.jpg,N,f68,9,9,aligatorLargeLeft.png,aligatorLargeRight.png,aligatorSmallLeft.png,aligatorSmallLeft.png,4,2,3,1
2,89,List_2_ID_89.jpg,Y,39,3,Control,desk_green_chequered.png,desk_blue_chequered.png,desk_green_spotted.png,desk_blue_spotted.png,4,1,2,3
2,90,List_1_ID_90.jpg,N,f60,9,9,forkGreenLarge.png,forkGreenLargeLeft.png,vaseGreySmall.png,vaseGreySmall.png,3,1,4,2
2,91,List_2_ID_91.jpg,Y,40,2,comp uniquely unidentifiable,lock_blue_chequered.png,lock_green_chequered.png,lock_blue_striped.png,lock_green_chequered.png,4,1,3,2
2,92,List_1_ID_92.jpg,N,f79,9,9,snakeBlueSmallRight.png,snakeBlueSmall.png,snakeBlueLarge.png,snakeBlueLarge.png,1,2,3,4
2,93,List_2_ID_93.jpg,Y,41,3,Control,bottle_red_striped.png,bottle_blue_striped.png,bottle_red_chequered.png,bottle_blue_chequered.png,3,2,1,4
2,94,List_1_ID_94.jpg,N,f21,9,9,carGreyLarge.png,spoonGreyLarge.png,bus_red_chequered.png,bus_red_chequered.png,1,2,3,4
2,95,List_2_ID_95.jpg,Y,42,1,consistent,tie_blue_striped.png,tie_green_striped.png,tie_blue_spotted.png,tie_red_spotted.png,2,1,4,3
2,96,List_1_ID_96.jpg,N,f65,9,9,horseLargeLeft.png,horseLargeRight.png,donkeyLargeLeft.png,donkeyLargeLeft.png,4,1,2,3
2,97,List_2_ID_97.jpg,Y,43,3,Control,heart_red_chequered.png,heart_green_chequered.png,heart_red_striped.png,heart_green_striped.png,1,4,2,3
2,98,List_1_ID_98.jpg,N,f55,9,9,catapilerGreenSmallRight.png,catapilerGreenSmall.png,catapilerGreenLarge.png,catapilerGreenLarge.png,3,4,1,2
2,99,List_2_ID_99.jpg,Y,44,2,comp uniquely unidentifiable,clock_red_spotted.png,clock_blue_spotted.png,clock_red_chequered.png,clock_blue_spotted.png,1,2,3,4
2,100,List_1_ID_100.jpg,N,f63,9,9,cupBlueSmallDown.png,cupBlueSmall.png,cupBlueLarge.png,cupBlueLarge.png,4,1,2,3
2,101,List_2_ID_101.jpg,Y,45,1,consistent,skirt_blue_chequered.png,skirt_red_chequered.png,skirt_blue_spotted.png,skirt_green_spotted.png,1,4,2,3
2,102,List_1_ID_102.jpg,N,f59,9,9,combGreyLargeRight.png,combGreyLargeLeft.png,turtleLarge.png,turtleLarge.png,2,3,1,4
2,103,List_2_ID_103.jpg,Y,46,2,comp uniquely unidentifiable,suitcase_red_chequered.png,suitcase_blue_chequered.png,suitcase_red_striped.png,suitcase_blue_chequered.png,1,3,2,4
2,104,List_1_ID_104.jpg,N,f32,9,9,dressGreyLarge.png,dressGreySmall.png,drumBlueLarge.png,drumBlueLarge.png,1,2,3,4
2,105,List_2_ID_105.jpg,Y,47,1,consistent,umbrella_red_chequered.png,umbrella_blue_chequered.png,umbrella_red_spotted.png,umbrella_green_spotted.png,3,2,4,1
2,106,List_1_ID_106.jpg,N,f52,9,9,wagonGreyLarge.png,wagonGreySmall.png,wagonGreyLargeRight.png,wagonGreyLargeRight.png,4,2,3,1
2,107,List_2_ID_107.jpg,Y,48,3,Control,handbag_green_striped.png,handbag_red_striped.png,handbag_green_chequered.png,handbag_red_chequered.png,3,4,1,2
3,11,List_1_ID_11.jpg,N,f71,9,9,monkeySmall.png,monkeyLarge.png,glassesRedLarge.png,glassesRedLarge.png,2,1,4,3
3,12,List_3_ID_12.jpg,Y,1,3,Control,sock_green_striped.png,sock_red_striped.png,sock_green_spotted.png,sock_red_spotted.png,2,1,3,4
3,13,List_1_ID_13.jpg,N,f01,9,9,wheelRedLarge.png,ladderGreenLarge.png,trainGreenLarge.png,trainGreenLarge.png,3,2,1,4
3,14,List_3_ID_14.jpg,Y,2,1,consistent,bow_blue_spotted.png,bow_green_spotted.png,bow_blue_striped.png,bow_blue_striped.png,3,4,2,1
3,15,List_1_ID_15.jpg,N,f05,9,9,circle.png,busBlueLarge.png,bedBlueLarge.png,bedBlueLarge.png,2,1,3,4
3,16,List_1_ID_16.jpg,N,f43,9,9,scissorsRedLarge.png,scissorsRedSmall.png,screwGreenSmall.png,screwGreenSmall.png,4,1,2,3
3,17,List_3_ID_17.jpg,Y,3,2,comp uniquely unidentifiable,book_blue_chequered.png,book_red_chequered.png,book_blue_striped.png,book_red_chequered.png,2,3,4,1
3,18,List_1_ID_18.jpg,N,f39,9,9,ladderGreenSmall.png,ladderGreenLarge.png,garbagecanGreenLarge.png,garbagecanGreenLarge.png,1,4,2,3
3,19,List_3_ID_19.jpg,Y,4,1,consistent,cap_red_spotted.png,cap_green_spotted.png,cap_red_striped.png,cap_red_striped.png,4,1,2,3
3,20,List_1_ID_20.jpg,N,f77,9,9,guitarRedLargeLeft.png,guitarRedLargeRight.png,guitarRedSmallLeft.png,guitarRedSmallLeft.png,4,3,1,2
3,21,List_3_ID_21.jpg,Y,5,3,Control,shoe_red_striped.png,shoe_green_striped.png,shoe_red_chequered.png,shoe_green_chequered.png,3,2,4,1
3,22,List_1_ID_22.jpg,N,f14,9,9,screw_blue_chequered.png,bed_green_striped.png,ovenRedLarge.png,ovenRedLarge.png,3,1,2,4
3,23,List_3_ID_23.jpg,Y,6,2,comp uniquely unidentifiable,arrow_green_spotted.png,arrow_red_spotted.png,arrow_green_chequered.png,arrow_red_spotted.png,2,4,3,1
3,24,List_1_ID_24.jpg,N,f25,9,9,buttonGreyLarge.png,basketGreyLarge.png,forkRedSmall.png,forkRedSmall.png,1,2,3,4
3,25,List_3_ID_25.jpg,Y,7,1,consistent,pitcher_blue_spotted.png,pitcher_green_spotted.png,pitcher_blue_chequered.png,pitcher_blue_chequered.png,1,2,3,4
3,26,List_1_ID_26.jpg,N,f29,9,9,drumRedLarge.png,anchorGreenLarge.png,bed_green_spotted.png,bed_green_spotted.png,4,1,2,3
3,27,List_3_ID_27.jpg,Y,8,2,comp uniquely unidentifiable,triangle_green_striped.png,triangle_blue_striped.png,triangle_green_spotted.png,triangle_blue_striped.png,3,1,2,4
3,28,List_1_ID_28.jpg,N,f47,9,9,vaseGreyLarge.png,vaseGreySmall.png,anchorRedLarge.png,anchorRedLarge.png,1,4,3,2
3,29,List_3_ID_29.jpg,Y,9,3,Control,clothespeg_green_striped.png,clothespeg_red_striped.png,clothespeg_green_chequered.png,clothespeg_red_chequered.png,3,1,4,2
3,30,List_1_ID_30.jpg,N,f18,9,9,axe_red_spotted.png,moon_red_striped.png,nut_green_spotted.png,nut_green_spotted.png,2,3,1,4
3,31,List_3_ID_31.jpg,Y,10,2,comp uniquely unidentifiable,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,fryingpan_blue_striped.png,fryingpan_green_spotted.png,2,3,4,1
3,32,List_1_ID_32.jpg,N,f64,9,9,butterflyBlueSmallDown.png,butterflyBlueLarge.png,wateringcanGreenSmall.png,wateringcanGreenSmall.png,3,4,2,1
3,33,List_3_ID_33.jpg,Y,11,3,Control,watch_green_chequered.png,watch_red_chequered.png,watch_green_spotted.png,watch_red_spotted.png,1,3,4,2
3,34,List_1_ID_34.jpg,N,f22,9,9,hammerBlueLarge.png,ashtray_green_chequered.png,ashtray_green_chequered.png,ashtray_green_chequered.png,1,4,3,2
3,35,List_3_ID_35.jpg,Y,12,1,consistent,stool_blue_spotted.png,stool_red_spotted.png,stool_blue_chequered.png,stool_blue_chequered.png,4,3,1,2
3,36,List_1_ID_36.jpg,N,f02,9,9,trainBlueLarge.png,wheelRedLarge.png,circle.png,circle.png,2,1,3,4
3,37,List_3_ID_37.jpg,Y,13,3,Control,kite_red_chequered.png,kite_green_chequered.png,kite_red_striped.png,kite_green_striped.png,1,4,3,2
3,38,List_1_ID_38.jpg,N,f37,9,9,candleGreyLarge.png,candleGreySmall.png,tennisracketGreyLarge.png,tennisracketGreyLarge.png,3,2,1,4
3,39,List_3_ID_39.jpg,Y,14,1,consistent,shirt_blue_striped.png,shirt_green_striped.png,shirt_blue_spotted.png,shirt_blue_spotted.png,4,1,2,3
3,40,List_1_ID_40.jpg,N,f23,9,9,basket_green_chequered.png,swing_red_striped.png,swing_blue_striped.png,swing_blue_striped.png,2,1,3,4
3,41,List_3_ID_41.jpg,Y,15,2,comp uniquely unidentifiable,trousers_green_spotted.png,trousers_blue_spotted.png,trousers_green_chequered.png,trousers_blue_spotted.png,3,1,4,2
3,42,List_1_ID_42.jpg,N,f40,9,9,bicycleBlueSmall.png,bicycleBlueLarge.png,hammerRedLarge.png,hammerRedLarge.png,4,2,3,1
3,43,List_3_ID_43.jpg,Y,16,1,consistent,saucepan_blue_striped.png,saucepan_red_striped.png,saucepan_blue_spotted.png,saucepan_blue_spotted.png,1,2,3,4
3,44,List_1_ID_44.jpg,N,f30,9,9,wellLarge.png,spoonGreenLarge.png,sawBlueLarge.png,sawBlueLarge.png,3,1,4,2
3,45,List_3_ID_45.jpg,Y,17,2,comp uniquely unidentifiable,belt_green_chequered.png,belt_blue_chequered.png,belt_green_striped.png,belt_blue_chequered.png,3,4,1,2
3,46,List_1_ID_46.jpg,N,f19,9,9,toothbrushBlueLarge.png,axe_blue_spotted.png,nut_red_spotted.png,nut_red_spotted.png,1,4,3,2
3,47,List_3_ID_47.jpg,Y,18,3,Control,pipe_blue_chequered.png,pipe_red_chequered.png,pipe_blue_spotted.png,pipe_red_spotted.png,4,2,3,1
3,48,List_1_ID_48.jpg,N,f67,9,9,frogSmallDown.png,frogLarge.png,frogSmall.png,frogSmall.png,1,3,2,4
3,49,List_3_ID_49.jpg,Y,19,2,comp uniquely unidentifiable,glove_blue_chequered.png,glove_red_chequered.png,glove_blue_striped.png,glove_red_chequered.png,3,4,1,2
3,50,List_1_ID_50.jpg,N,f80,9,9,knifeGreyLarge.png,knifeGreySmall.png,knifeGreyLargeDown.png,knifeGreyLargeDown.png,1,4,3,2
3,51,List_3_ID_51.jpg,Y,20,3,Control,glass_blue_spotted.png,glass_red_spotted.png,glass_blue_chequered.png,glass_red_chequered.png,3,2,4,1
3,52,List_1_ID_52.jpg,N,f50,9,9,helmetRedSmall.png,helmetRedLarge.png,spannerGreySmall.png,spannerGreySmall.png,2,4,3,1
3,53,List_3_ID_53.jpg,Y,21,1,consistent,airplane_blue_spotted.png,airplane_green_spotted.png,airplane_blue_chequered.png,airplane_blue_chequered.png,4,3,1,2
3,54,List_1_ID_54.jpg,N,f81,9,9,pianoLargeDown.png,pianoSmall.png,pianoLarge.png,pianoLarge.png,1,3,2,4
3,55,List_3_ID_55.jpg,Y,22,2,comp uniquely unidentifiable,fence_blue_striped.png,fence_green_striped.png,fence_blue_spotted.png,fence_green_striped.png,1,3,4,2
3,56,List_1_ID_56.jpg,N,f33,9,9,windowBlueSmall.png,windowBlueLarge.png,wagonRedLarge.png,wagonRedLarge.png,2,1,3,4
3,57,List_3_ID_57.jpg,Y,23,1,consistent,balloon_red_chequered.png,balloon_green_chequered.png,balloon_red_striped.png,balloon_red_striped.png,4,3,2,1
3,58,List_1_ID_58.jpg,N,f76,9,9,bloomLarge.png,bloomSmall.png,broomGreenSmall.png,broomGreenSmall.png,1,3,2,4
3,59,List_3_ID_59.jpg,Y,24,3,Control,kettle_red_striped.png,kettle_blue_striped.png,kettle_red_spotted.png,kettle_blue_spotted.png,3,4,2,1
3,60,List_1_ID_60.jpg,N,f83,9,9,fishLargeLeft.png,fishLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,3,4,1,2
3,61,List_3_ID_61.jpg,Y,25,1,consistent,star_green_chequered.png,star_blue_chequered.png,star_green_striped.png,star_green_striped.png,2,3,1,4
3,62,List_1_ID_62.jpg,N,f34,9,9,screwGreySmall.png,screwGreyLarge.png,wateringcanGreenLarge.png,wateringcanGreenLarge.png,1,2,3,4
3,63,List_3_ID_63.jpg,Y,26,3,Control,flag_green_spotted.png,flag_red_spotted.png,flag_green_striped.png,flag_red_striped.png,1,4,2,3
3,64,List_1_ID_64.jpg,N,f69,9,9,sledgeGreenSmallLeft.png,sledgeGreenLargeLeft.png,sledgeGreenLargeRight.png,sledgeGreenLargeRight.png,2,3,4,1
3,65,List_3_ID_65.jpg,Y,27,2,comp uniquely unidentifiable,bowl_red_striped.png,bowl_blue_striped.png,bowl_red_spotted.png,bowl_blue_striped.png,2,1,3,4
3,66,List_1_ID_66.jpg,N,f82,9,9,turtleSmall.png,turtleSmallRight.png,turtleLarge.png,turtleLarge.png,3,2,4,1
3,67,List_3_ID_67.jpg,Y,28,3,Control,box_green_striped.png,box_red_striped.png,box_green_spotted.png,box_red_spotted.png,2,3,1,4
3,68,List_1_ID_68.jpg,N,f26,9,9,bus_red_chequered.png,knife_blue_chequered.png,envelope_red_striped.png,envelope_red_striped.png,4,1,2,3
3,69,List_3_ID_69.jpg,Y,29,1,consistent,brush_blue_spotted.png,brush_red_spotted.png,brush_blue_striped.png,brush_green_striped.png,4,2,1,3
3,70,List_1_ID_70.jpg,N,f07,9,9,chair_blue_chequered.png,door_blue_spotted.png,garbagecanGreyLarge.png,garbagecanGreyLarge.png,1,2,3,4
3,71,List_3_ID_71.jpg,Y,30,2,comp uniquely unidentifiable,sweater_green_striped.png,sweater_blue_striped.png,sweater_green_spotted.png,sweater_blue_striped.png,2,3,1,4
3,72,List_1_ID_72.jpg,N,f44,9,9,forkGreyLarge.png,forkGreySmall.png,pliersGreyLarge.png,pliersGreyLarge.png,1,2,4,3
3,73,List_3_ID_73.jpg,Y,31,1,consistent,hat_red_chequered.png,hat_green_chequered.png,hat_red_spotted.png,hat_blue_spotted.png,2,1,4,3
3,74,List_1_ID_74.jpg,N,f53,9,9,sawGreenSmallUp.png,sawGreenSmall.png,sawGreenLarge.png,sawGreenLarge.png,3,4,1,2
3,75,List_3_ID_75.jpg,Y,32,2,comp uniquely unidentifiable,iron_red_chequered.png,iron_green_chequered.png,iron_red_striped.png,iron_green_chequered.png,2,4,3,1
3,76,List_1_ID_76.jpg,N,f28,9,9,coat_green_chequered.png,whistle_blue_spotted.png,basket_green_chequered.png,basket_green_chequered.png,3,1,2,4
3,77,List_3_ID_77.jpg,Y,33,3,Control,table_red_spotted.png,table_blue_spotted.png,table_red_chequered.png,table_blue_chequered.png,2,4,3,1
3,78,List_1_ID_78.jpg,N,f58,9,9,pencilGreyLargeUpright.png,pencilGreyLarge.png,swing_red_striped.png,swing_red_striped.png,2,1,3,4
3,79,List_3_ID_79.jpg,Y,34,1,consistent,lightbulb_red_striped.png,lightbulb_green_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,1,2,3,4
3,80,List_1_ID_80.jpg,N,f49,9,9,glassesBlueSmall.png,glassesBlueLarge.png,handleGreenLarge.png,handleGreenLarge.png,1,2,3,4
3,81,List_3_ID_81.jpg,Y,35,3,Control,bell_red_spotted.png,bell_blue_spotted.png,bell_red_chequered.png,bell_blue_chequered.png,4,3,1,2
3,82,List_1_ID_82.jpg,N,f54,9,9,motorcycleGreyLarge.png,motorcycleGreyLargeLeft.png,motorcycleGreySmall.png,motorcycleGreySmall.png,2,4,3,1
3,83,List_3_ID_83.jpg,Y,36,2,comp uniquely unidentifiable,lamp_green_spotted.png,lamp_blue_spotted.png,lamp_green_chequered.png,lamp_blue_spotted.png,4,2,1,3
3,84,List_1_ID_84.jpg,N,f04,9,9,scissorsRedLarge.png,bat_green_spotted.png,bat_red_chequered.png,bat_red_chequered.png,3,1,2,4
3,85,List_3_ID_85.jpg,Y,37,3,Control,jacket_green_spotted.png,jacket_red_spotted.png,jacket_green_striped.png,jacket_red_striped.png,4,1,2,3
3,86,List_1_ID_86.jpg,N,f70,9,9,swanLargeRight.png,swanLarge.png,swanSmall.png,swanSmall.png,4,3,1,2
3,87,List_3_ID_87.jpg,Y,38,2,comp uniquely unidentifiable,boot_green_striped.png,boot_blue_striped.png,boot_green_chequered.png,boot_blue_striped.png,1,2,4,3
3,88,List_1_ID_88.jpg,N,f68,9,9,aligatorLargeLeft.png,aligatorLargeRight.png,aligatorSmallLeft.png,aligatorSmallLeft.png,4,2,3,1
3,89,List_3_ID_89.jpg,Y,39,1,consistent,desk_green_chequered.png,desk_blue_chequered.png,desk_green_spotted.png,desk_red_spotted.png,4,1,2,3
3,90,List_1_ID_90.jpg,N,f60,9,9,forkGreenLarge.png,forkGreenLargeLeft.png,vaseGreySmall.png,vaseGreySmall.png,3,1,4,2
3,91,List_3_ID_91.jpg,Y,40,3,Control,lock_blue_chequered.png,lock_green_chequered.png,lock_blue_striped.png,lock_green_striped.png,4,1,3,2
3,92,List_1_ID_92.jpg,N,f79,9,9,snakeBlueSmallRight.png,snakeBlueSmall.png,snakeBlueLarge.png,snakeBlueLarge.png,1,2,3,4
3,93,List_3_ID_93.jpg,Y,41,1,consistent,bottle_red_striped.png,bottle_blue_striped.png,bottle_red_chequered.png,bottle_green_chequered.png,3,2,1,4
3,94,List_1_ID_94.jpg,N,f21,9,9,carGreyLarge.png,spoonGreyLarge.png,bus_red_chequered.png,bus_red_chequered.png,1,2,3,4
3,95,List_3_ID_95.jpg,Y,42,2,comp uniquely unidentifiable,tie_blue_striped.png,tie_green_striped.png,tie_blue_spotted.png,tie_green_striped.png,2,1,4,3
3,96,List_1_ID_96.jpg,N,f65,9,9,horseLargeLeft.png,horseLargeRight.png,donkeyLargeLeft.png,donkeyLargeLeft.png,4,1,2,3
3,97,List_3_ID_97.jpg,Y,43,1,consistent,heart_red_chequered.png,heart_green_chequered.png,heart_red_striped.png,heart_blue_striped.png,1,4,2,3
3,98,List_1_ID_98.jpg,N,f55,9,9,catapilerGreenSmallRight.png,catapilerGreenSmall.png,catapilerGreenLarge.png,catapilerGreenLarge.png,3,4,1,2
3,99,List_3_ID_99.jpg,Y,44,3,Control,clock_red_spotted.png,clock_blue_spotted.png,clock_red_chequered.png,clock_blue_chequered.png,1,2,3,4
3,100,List_1_ID_100.jpg,N,f63,9,9,cupBlueSmallDown.png,cupBlueSmall.png,cupBlueLarge.png,cupBlueLarge.png,4,1,2,3
3,101,List_3_ID_101.jpg,Y,45,2,comp uniquely unidentifiable,skirt_blue_chequered.png,skirt_red_chequered.png,skirt_blue_spotted.png,skirt_red_chequered.png,1,4,2,3
3,102,List_1_ID_102.jpg,N,f59,9,9,combGreyLargeRight.png,combGreyLargeLeft.png,turtleLarge.png,turtleLarge.png,2,3,1,4
3,103,List_3_ID_103.jpg,Y,46,3,Control,suitcase_red_chequered.png,suitcase_blue_chequered.png,suitcase_red_striped.png,suitcase_blue_striped.png,1,3,2,4
3,104,List_1_ID_104.jpg,N,f32,9,9,dressGreyLarge.png,dressGreySmall.png,drumBlueLarge.png,drumBlueLarge.png,1,2,3,4
3,105,List_3_ID_105.jpg,Y,47,2,comp uniquely unidentifiable,umbrella_red_chequered.png,umbrella_blue_chequered.png,umbrella_red_spotted.png,umbrella_blue_chequered.png,3,2,4,1
3,106,List_1_ID_106.jpg,N,f52,9,9,wagonGreyLarge.png,wagonGreySmall.png,wagonGreyLargeRight.png,wagonGreyLargeRight.png,4,2,3,1
3,107,List_3_ID_107.jpg,Y,48,1,consistent,handbag_green_striped.png,handbag_red_striped.png,handbag_green_chequered.png,handbag_blue_chequered.png,3,4,1,2
